plot,spec,hits
X4SF,Bisviv,0
X4SF,Callap,0
X4SF,Carbig,0
X4SF,Carcap,0
X4SF,Cardio,0
X4SF,Carnig,0
X4SF,Carrup,0
X4SF,Carvag,0
X4SF,Castet,0
X4SF,Dessp.,0
X4SF,Dialap,0
X4SF,Dryoct,0
X4SF,Empnig,114
X4SF,Equpra,0
X4SF,Equsci,0
X4SF,Erilat,0
X4SF,Erivag,0
X4SF,Eupfri,0
X4SF,Fesovi,0
X4SF,Hupsel,0
X4SF,Juntri,4
X4SF,Linbor,0
X4SF,Loipro,22
X4SF,Luzspi,0
X4SF,Pedlap,0
X4SF,Pinvul,0
X4SF,Pyrsp.,0
X4SF,Rholap,0
X4SF,Rubcha,0
X4SF,Salmyr,0
X4SF,Salgla,0
X4SF,Salret,0
X4SF,Saualp,0
X4SF,Silaca,0
X4SF,Thaalp,0
X4SF,Tofpus,0
X4SF,Trices,0
X4SF,Vacmic,0
X4SF,Vaculi,58
X4SF,Vacvit,0
X4C,Andpol,0
X4C,Arcalp,7
X4C,Astalp,4
X4C,Baralp,0
X4C,Betnan,28
X4C,Bisviv,0
X4C,Callap,0
X4C,Carbig,0
X4C,Carcap,0
X4C,Cardio,0
X4C,Carnig,0
X4C,Carrup,0
X4C,Carvag,0
X4C,Castet,0
X4C,Dessp.,0
X4C,Dialap,0
X4C,Dryoct,0
X4C,Empnig,186
X4C,Equpra,0
X4C,Equsci,0
X4C,Erilat,0
X4C,Erivag,0
X4C,Eupfri,0
X4C,Fesovi,0
X4C,Hupsel,0
X4C,Juntri,1
X4C,Linbor,0
X4C,Loipro,0
X4C,Luzspi,0
X4C,Pedlap,2
X4C,Pinvul,0
X4C,Pyrsp.,0
X4C,Rholap,0
X4C,Rubcha,0
X4C,Salmyr,0
X4C,Salgla,0
X4C,Salret,0
X4C,Saualp,0
X4C,Silaca,0
X4C,Thaalp,0
X4C,Tofpus,0
X4C,Trices,0
X4C,Vacmic,0
X4C,Vaculi,76
X4C,Vacvit,0
X5SF,Andpol,0
X5SF,Arcalp,0
X5SF,Astalp,0
X5SF,Baralp,0
X5SF,Betnan,13
X5SF,Bisviv,0
X5SF,Callap,0
X5SF,Carbig,0
X5SF,Carcap,0
X5SF,Cardio,0
X5SF,Carnig,0
X5SF,Carrup,0
X5SF,Carvag,0
X5SF,Castet,0
X5SF,Dessp.,0
X5SF,Dialap,2
X5SF,Dryoct,12
X5SF,Empnig,42
X5SF,Equpra,0
X5SF,Equsci,0
X5SF,Erilat,0
X5SF,Erivag,0
X5SF,Eupfri,0
X5SF,Fesovi,0
X5SF,Hupsel,0
X5SF,Juntri,4
X5SF,Linbor,0
X5SF,Loipro,103
X5SF,Luzspi,0
X5SF,Pedlap,0
X5SF,Pinvul,0
X5SF,Pyrsp.,0
X5SF,Rholap,0
X5SF,Rubcha,0
X5SF,Salmyr,0
X5SF,Salgla,0
X5SF,Salret,0
X5SF,Saualp,0
X5SF,Silaca,0
X5SF,Thaalp,0
X5SF,Tofpus,2
X5SF,Trices,0
X5SF,Vacmic,0
X5SF,Vaculi,40
X5SF,Vacvit,0
X5C,Andpol,0
X5C,Arcalp,0
X5C,Astalp,0
X5C,Baralp,0
X5C,Betnan,0
X5C,Bisviv,0
X5C,Callap,0
X5C,Carbig,0
X5C,Carcap,0
X5C,Cardio,0
X5C,Carnig,0
X5C,Carrup,0
X5C,Carvag,0
X5C,Castet,0
X5C,Dessp.,0
X5C,Dialap,9
X5C,Dryoct,11
X5C,Empnig,15
X5C,Equpra,0
X5C,Equsci,0
X5C,Erilat,0
X5C,Erivag,0
X5C,Eupfri,0
X5C,Fesovi,0
X5C,Hupsel,0
X5C,Juntri,1
X5C,Linbor,0
X5C,Loipro,41
X5C,Luzspi,0
X5C,Pedlap,0
X5C,Pinvul,0
X5C,Pyrsp.,0
X5C,Rholap,0
X5C,Rubcha,0
X5C,Salmyr,0
X5C,Salgla,0
X5C,Salret,0
X5C,Saualp,0
X5C,Silaca,0
X5C,Thaalp,0
X5C,Tofpus,1
X5C,Trices,0
X5C,Vacmic,0
X5C,Vaculi,28
X5C,Vacvit,0
