plot,spec,hits
D3SF,Saualp,0
D3C,Saualp,0
D4SF,Saualp,0
D4C,Saualp,0
D5SF,Saualp,0
D5C,Saualp,5
E1SF,Saualp,5
E1C,Saualp,0
E2SF,Saualp,0
E2C,Saualp,0
E3SF,Saualp,0
E3C,Saualp,0
E4SF,Saualp,0
E4C,Saualp,0
E5SF,Saualp,0
E5C,Saualp,0
X1SF,Saualp,0
X1C,Saualp,0
X2SF,Saualp,0
X2C,Saualp,0
X3SF,Saualp,0
X3C,Saualp,0
X4SF,Saualp,0
X4C,Saualp,0
X5SF,Saualp,0
X5C,Saualp,0
D1SF,Silaca,6
D1C,Silaca,0
D2SF,Silaca,13
D2C,Silaca,0
D3SF,Silaca,0
D3C,Silaca,0
D4SF,Silaca,0
D4C,Silaca,0
D5SF,Silaca,3
D5C,Silaca,3
E1SF,Silaca,0
E1C,Silaca,0
E2SF,Silaca,0
E2C,Silaca,0
E3SF,Silaca,0
E3C,Silaca,0
E4SF,Silaca,0
E4C,Silaca,0
E5SF,Silaca,0
E5C,Silaca,0
X1SF,Silaca,0
X1C,Silaca,0
X2SF,Silaca,0
X2C,Silaca,0
X3SF,Silaca,0
X3C,Silaca,0
X4SF,Silaca,0
X4C,Silaca,0
X5SF,Silaca,0
X5C,Silaca,0
D1SF,Thaalp,0
D1C,Thaalp,0
D2SF,Thaalp,0
D2C,Thaalp,0
D3SF,Thaalp,0
D3C,Thaalp,0
D4SF,Thaalp,0
D4C,Thaalp,0
D5SF,Thaalp,0
D5C,Thaalp,21
E1SF,Thaalp,2
E1C,Thaalp,0
E2SF,Thaalp,0
E2C,Thaalp,0
E3SF,Thaalp,0
E3C,Thaalp,0
E4SF,Thaalp,0
E4C,Thaalp,0
E5SF,Thaalp,0
E5C,Thaalp,0
X1SF,Thaalp,0
X1C,Thaalp,0
X2SF,Thaalp,0
X2C,Thaalp,0
X3SF,Thaalp,0
X3C,Thaalp,0
X4SF,Thaalp,0
X4C,Thaalp,0
X5SF,Thaalp,0
X5C,Thaalp,0
D1SF,Tofpus,26
D1C,Tofpus,21
D2SF,Tofpus,43
D2C,Tofpus,39
D3SF,Tofpus,15
D3C,Tofpus,52
D4SF,Tofpus,1
D4C,Tofpus,10
D5SF,Tofpus,0
D5C,Tofpus,0
E1SF,Tofpus,0
E1C,Tofpus,0
E2SF,Tofpus,0
E2C,Tofpus,0
E3SF,Tofpus,0
E3C,Tofpus,0
E4SF,Tofpus,0
E4C,Tofpus,0
E5SF,Tofpus,0
E5C,Tofpus,0
X1SF,Tofpus,0
X1C,Tofpus,0
X2SF,Tofpus,0
X2C,Tofpus,0
X3SF,Tofpus,0
X3C,Tofpus,0
X4SF,Tofpus,0
X4C,Tofpus,0
X5SF,Tofpus,1
X5C,Tofpus,0
D1SF,Trices,133
D1C,Trices,65
D2SF,Trices,174
D2C,Trices,252
D3SF,Trices,355
D3C,Trices,300
D4SF,Trices,4
D4C,Trices,2
D5SF,Trices,18
D5C,Trices,166
E1SF,Trices,0
E1C,Trices,0
E2SF,Trices,0
E2C,Trices,0
E3SF,Trices,0
E3C,Trices,0
E4SF,Trices,0
E4C,Trices,0
E5SF,Trices,0
E5C,Trices,0
X1SF,Trices,0
X1C,Trices,0
X2SF,Trices,0
X2C,Trices,0
X3SF,Trices,0
X3C,Trices,0
X4SF,Trices,0
X4C,Trices,0
X5SF,Trices,0
X5C,Trices,0
D1SF,Vacmic,0
D1C,Vacmic,0
D2SF,Vacmic,0
D2C,Vacmic,0
D3SF,Vacmic,0
D3C,Vacmic,1
D4SF,Vacmic,0
D4C,Vacmic,23
D5SF,Vacmic,0
D5C,Vacmic,0
E1SF,Vacmic,0
E1C,Vacmic,0
E2SF,Vacmic,0
E2C,Vacmic,0
E3SF,Vacmic,0
E3C,Vacmic,0
E4SF,Vacmic,0
E4C,Vacmic,0
E5SF,Vacmic,0
E5C,Vacmic,0
X1SF,Vacmic,0
X1C,Vacmic,0
X2SF,Vacmic,0
X2C,Vacmic,0
X3SF,Vacmic,0
X3C,Vacmic,0
X4SF,Vacmic,0
X4C,Vacmic,0
X5SF,Vacmic,0
X5C,Vacmic,0
D1SF,Vaculi,83
D1C,Vaculi,52
D2SF,Vaculi,29
D2C,Vaculi,1
D3SF,Vaculi,2
D3C,Vaculi,6
D4SF,Vaculi,32
D4C,Vaculi,11
D5SF,Vaculi,37
D5C,Vaculi,61
E1SF,Vaculi,45
E1C,Vaculi,73
E2SF,Vaculi,88
E2C,Vaculi,39
E3SF,Vaculi,72
E3C,Vaculi,26
E4SF,Vaculi,240
E4C,Vaculi,91
E5SF,Vaculi,77
E5C,Vaculi,87
X1SF,Vaculi,22
X1C,Vaculi,35
X2SF,Vaculi,31
X2C,Vaculi,29
X3SF,Vaculi,50
X3C,Vaculi,30
X4SF,Vaculi,53
X4C,Vaculi,35
X5SF,Vaculi,35
X5C,Vaculi,16
D1SF,Vacvit,0
D1C,Vacvit,2
D2SF,Vacvit,0
D2C,Vacvit,0
D3SF,Vacvit,0
D3C,Vacvit,0
D4SF,Vacvit,0
D4C,Vacvit,0
D5SF,Vacvit,10
D5C,Vacvit,0
E1SF,Vacvit,52
E1C,Vacvit,51
E2SF,Vacvit,37
E2C,Vacvit,66
E3SF,Vacvit,10
E3C,Vacvit,97
E4SF,Vacvit,0
E4C,Vacvit,0
E5SF,Vacvit,8
E5C,Vacvit,123
X1SF,Vacvit,42
X1C,Vacvit,0
X2SF,Vacvit,0
X2C,Vacvit,0
X3SF,Vacvit,0
X3C,Vacvit,0
X4SF,Vacvit,0
X4C,Vacvit,0
X5SF,Vacvit,0
X5C,Vacvit,0
D1SF,Vasplaunk,0
D1C,Vasplaunk,0
D2SF,Vasplaunk,0
D2C,Vasplaunk,0
D3SF,Vasplaunk,0
D3C,Vasplaunk,0
D4SF,Vasplaunk,0
D4C,Vasplaunk,7
D5SF,Vasplaunk,0
D5C,Vasplaunk,0
E1SF,Vasplaunk,2
E1C,Vasplaunk,0
E2SF,Vasplaunk,0
E2C,Vasplaunk,0
E3SF,Vasplaunk,0
E3C,Vasplaunk,0
E4SF,Vasplaunk,0
E4C,Vasplaunk,0
E5SF,Vasplaunk,0
E5C,Vasplaunk,0
X1SF,Vasplaunk,0
X1C,Vasplaunk,0
X2SF,Vasplaunk,0
X2C,Vasplaunk,0
X3SF,Vasplaunk,0
X3C,Vasplaunk,0
X4SF,Vasplaunk,0
X4C,Vasplaunk,0
X5SF,Vasplaunk,0
X5C,Vasplaunk,0
